Time,Dimensions
0.000448,1024
0.000457,1025
0.000465,1026
0.000464,1027
0.000472,1028
0.000476,1029
0.000480,1030
0.000520,1031
0.000466,1032
0.000517,1033
0.000466,1034
0.000468,1035
0.000472,1036
0.000493,1037
0.000543,1038
0.000535,1039
0.000512,1040
0.000536,1041
0.000520,1042
0.000540,1043
0.000527,1044
0.000565,1045
0.000527,1046
0.000529,1047
0.000559,1048
0.000617,1049
0.000524,1050
0.000562,1051
0.000548,1052
0.000524,1053
0.000522,1054
0.000557,1055
0.000538,1056
0.000539,1057
0.000514,1058
0.000536,1059
0.000543,1060
0.000525,1061
0.000518,1062
0.000516,1063
0.000518,1064
0.000515,1065
0.000517,1066
0.000522,1067
0.000518,1068
0.000522,1069
0.000524,1070
0.000600,1071
0.000507,1072
0.000595,1073
0.001036,1074
0.000596,1075
0.000618,1076
0.000591,1077
0.000600,1078
0.000573,1079
0.000600,1080
0.000563,1081
0.000604,1082
0.000617,1083
0.000568,1084
0.000575,1085
0.001154,1086
0.000557,1087
0.000559,1088
0.000563,1089
0.000570,1090
0.000601,1091
0.000602,1092
0.001328,1093
0.000589,1094
0.000572,1095
0.000621,1096
0.000576,1097
0.000561,1098
0.000593,1099
0.000544,1100
0.000545,1101
0.000551,1102
0.000583,1103
0.000598,1104
0.000631,1105
0.000620,1106
0.000578,1107
0.000610,1108
0.000575,1109
0.000572,1110
0.000851,1111
0.000610,1112
0.000582,1113
0.000589,1114
0.000604,1115
0.000557,1116
0.000621,1117
0.000573,1118
0.000656,1119
0.000625,1120
0.000626,1121
0.000568,1122
0.000560,1123
0.000622,1124
0.000634,1125
0.000576,1126
0.000561,1127
0.000610,1128
0.000629,1129
0.000576,1130
0.000565,1131
0.000563,1132
0.000596,1133
0.000623,1134
0.000581,1135
0.000582,1136
0.000609,1137
0.000611,1138
0.000623,1139
0.000650,1140
0.000649,1141
0.000648,1142
0.000651,1143
0.000632,1144
0.000678,1145
0.000603,1146
0.000619,1147
0.000606,1148
0.000602,1149
0.000608,1150
0.000612,1151
0.000614,1152
0.000627,1153
0.000664,1154
0.000690,1155
0.000736,1156
0.000617,1157
0.000646,1158
0.000599,1159
0.000601,1160
0.000603,1161
0.000602,1162
0.000595,1163
0.000597,1164
0.000608,1165
0.000599,1166
0.000599,1167
0.000588,1168
0.000626,1169
0.000621,1170
0.000620,1171
0.000631,1172
0.000652,1173
0.000631,1174
0.000672,1175
0.000624,1176
0.000673,1177
0.000623,1178
0.000666,1179
0.000631,1180
0.000621,1181
0.000710,1182
0.000667,1183
0.000628,1184
0.000637,1185
0.000636,1186
0.000643,1187
0.000645,1188
0.000665,1189
0.000647,1190
0.000651,1191
0.000648,1192
0.000655,1193
0.000667,1194
0.000677,1195
0.000649,1196
0.000648,1197
0.000654,1198
0.000661,1199
0.000639,1200
0.000683,1201
0.000687,1202
0.000696,1203
0.000690,1204
0.000685,1205
0.000685,1206
0.000693,1207
0.000673,1208
0.000682,1209
0.000691,1210
0.000727,1211
0.000738,1212
0.000693,1213
0.000704,1214
0.000705,1215
0.000680,1216
0.000709,1217
0.000711,1218
0.000704,1219
0.000685,1220
0.000690,1221
0.000680,1222
0.000721,1223
0.000714,1224
0.000679,1225
0.000718,1226
0.000722,1227
0.000726,1228
0.000727,1229
0.000938,1230
0.000724,1231
0.000720,1232
0.000771,1233
0.000752,1234
0.000760,1235
0.000744,1236
0.000764,1237
0.000750,1238
0.000714,1239
0.000709,1240
0.000751,1241
0.000755,1242
0.000740,1243
0.000754,1244
0.000764,1245
0.000711,1246
0.000747,1247
0.000756,1248
0.000746,1249
0.000743,1250
0.000698,1251
0.000747,1252
0.000720,1253
0.000718,1254
0.000697,1255
0.000774,1256
0.000741,1257
0.000744,1258
0.000749,1259
0.000737,1260
0.000694,1261
0.000732,1262
0.000749,1263
0.000740,1264
0.000786,1265
0.000777,1266
0.000779,1267
0.000742,1268
0.000765,1269
0.000803,1270
0.000757,1271
0.000804,1272
0.000784,1273
0.000798,1274
0.000758,1275
0.000765,1276
0.000749,1277
0.000748,1278
0.000785,1279
0.000774,1280
0.000789,1281
0.000745,1282
0.000740,1283
0.000730,1284
0.000739,1285
0.000743,1286
0.000741,1287
0.000743,1288
0.000830,1289
0.000830,1290
0.000780,1291
0.000816,1292
0.000745,1293
0.000799,1294
0.000798,1295
0.000782,1296
0.000856,1297
0.000812,1298
0.000814,1299
0.000828,1300
0.000779,1301
0.000782,1302
0.000779,1303
0.000766,1304
0.000781,1305
0.000776,1306
0.000855,1307
0.000926,1308
0.000775,1309
0.000834,1310
0.000819,1311
0.000769,1312
0.000774,1313
0.000782,1314
0.000799,1315
0.000819,1316
0.000778,1317
0.000779,1318
0.000790,1319
0.000773,1320
0.000775,1321
0.000774,1322
0.000818,1323
0.000764,1324
0.000776,1325
0.000771,1326
0.000784,1327
0.000767,1328
0.000813,1329
0.000814,1330
0.000840,1331
0.000820,1332
0.000820,1333
0.000841,1334
0.000829,1335
0.000881,1336
0.000890,1337
0.000876,1338
0.000896,1339
0.000874,1340
0.000893,1341
0.000874,1342
0.000923,1343
0.000894,1344
0.000885,1345
0.000883,1346
0.000915,1347
0.000957,1348
0.000875,1349
0.000885,1350
0.000881,1351
0.000853,1352
0.000864,1353
0.000857,1354
0.000866,1355
0.000807,1356
0.000844,1357
0.000878,1358
0.000808,1359
0.000839,1360
0.000823,1361
0.000869,1362
0.000872,1363
0.000905,1364
0.000837,1365
0.000871,1366
0.000838,1367
0.000866,1368
0.000871,1369
0.000868,1370
0.000847,1371
0.000839,1372
0.000836,1373
0.000842,1374
0.000853,1375
0.000835,1376
0.000881,1377
0.000886,1378
0.000842,1379
0.000885,1380
0.000930,1381
0.000912,1382
0.000898,1383
0.000888,1384
0.000892,1385
0.000995,1386
0.000862,1387
0.000912,1388
0.000901,1389
0.000889,1390
0.000861,1391
0.000882,1392
0.000940,1393
0.000931,1394
0.000925,1395
0.000924,1396
0.000883,1397
0.000889,1398
0.000891,1399
0.000912,1400
0.000915,1401
0.000873,1402
0.000917,1403
0.000913,1404
0.000875,1405
0.000918,1406
0.000917,1407
0.000900,1408
0.000906,1409
0.000909,1410
0.000877,1411
0.000906,1412
0.000878,1413
0.000889,1414
0.000897,1415
0.000894,1416
0.000919,1417
0.000931,1418
0.000936,1419
0.000934,1420
0.000925,1421
0.000927,1422
0.000928,1423
0.000922,1424
0.000953,1425
0.000919,1426
0.000961,1427
0.000978,1428
0.000966,1429
0.000961,1430
0.001028,1431
0.001045,1432
0.000971,1433
0.000983,1434
0.000981,1435
0.000939,1436
0.000952,1437
0.000953,1438
0.000978,1439
0.000978,1440
0.001142,1441
0.000939,1442
0.000988,1443
0.001184,1444
0.001014,1445
0.000980,1446
0.000953,1447
0.000965,1448
0.000962,1449
0.000991,1450
0.000966,1451
0.000982,1452
0.000947,1453
0.000954,1454
0.000942,1455
0.000947,1456
0.000989,1457
0.000987,1458
0.000992,1459
0.001015,1460
0.001051,1461
0.001237,1462
0.001054,1463
0.001019,1464
0.001003,1465
0.001033,1466
0.001028,1467
0.001041,1468
0.001121,1469
0.001126,1470
0.001040,1471
0.001012,1472
0.000992,1473
0.000997,1474
